unique_id,name,boro,geo_dist,projdesc,award,consttype,buildingid,building_address,city,zip_code,borough,latitude,longitude,community_board,community_council,bin,bbl,census_tract,nta,data_as_of,computed_region_efsh_h5xi,computed_region_f5dn_yrer,computed_region_yeji_bk3q,computed_region_92fq_4b7q,computed_region_sbqj_enih
6372,"P.S. 13 - STATEN ISLAND",R,31,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS",999.999999,CIP,R013,"191 VERMONT AVENUE","Staten Island",10467,"STATEN IS",40.613216,-74.069889,501,49,5042776,2147483647,8,SI0103,1900-11-21,10692,4,1,13,74
6373,"P.S. 346 - BROOKLYN",K,19,"ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,K346,"1400 PENNSYLVANIA AVENUE",Brooklyn,10467,BROOKLYN,40.647260,-73.881114,305,42,3098294,2147483647,105804,BK0504,1900-11-21,13830,45,2,25,47
6374,"FOREST AVENUE COMMUNITY EDUCATIONAL COMPLEX - STATEN ISLAND",R,31,Lease,999.999999,CAP,R066,"1625 FOREST AVENUE","Staten Is",10302,"STATEN IS",40.624773,-74.142525,501,49,5025214,2147483647,247,SI0106,1900-11-21,10370,4,1,13,75
6375,"P.S. 175 - QUEENS",Q,28,"FY17 RESO A AUDITORIUM  UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRDE",999.999999,CIP,Q175,"64-35 102 STREET",Queens,10467,QUEENS,40.730941,-73.853164,406,29,4051200,2147483647,721,QN0602,1900-11-21,14785,40,3,28,70
6376,"P.S. 234 - MANHATTAN",M,2,"EXTERIOR MASONRY",999.999999,CIP,M234,"292 GREENWICH STREET",Manhattan,10467,MANHATTAN,40.716017,-74.011038,101,1,1001533,1001420001,21,MN0102,1900-11-21,11728,56,4,32,1
6377,"P.S. 49 - QUEENS",Q,24,"FY20 RESO A GYMNASIUM UPGRADE",999.999999,CIP,Q049,"63-60 80TH STREET",Queens,10467,QUEENS,40.719867,-73.875093,405,30,4069253,2147483647,66301,QN0504,1900-11-21,15309,54,3,34,62
6378,"I.S. 192 - QUEENS",Q,29,"ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,Q192,"109-89 204 STREET",Queens,10467,QUEENS,40.706460,-73.753579,412,27,4234318,2147483647,508,QN1206,1900-11-21,15312,41,3,6,71
6379,"P.S. 964 - MANHATTAN",M,4,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,M050,"433 EAST 100 STREET",Manhattan,10467,MANHATTAN,40.785258,-73.941526,111,8,1083933,1016940001,162,MN1101,1900-11-21,12426,7,4,35,14
6380,"P.S. 156 - QUEENS",Q,29,"DEFECTIVE FLOORING REPLACEMENT",999.999999,CIP,Q156,"229-02 137 AVENUE",Queens,10467,QUEENS,40.673069,-73.743173,413,31,4283015,2147483647,646,QN1305,1900-11-21,15313,63,3,47,63
6381,"P.S. 45 - BROOKLYN",K,32,"FY18 RESO A AUDITORIUM  UPGRADE",999.999999,CIP,K045,"84 SCHAEFER STREET",Brooklyn,10467,BROOKLYN,40.686746,-73.910693,304,37,3079428,2147483647,401,BK0402,1900-11-21,17214,42,2,37,53
6382,"P.S. 98 - QUEENS",Q,26,"DETERIORATED MASONRY",999.999999,CIP,Q098,"40-20 235 STREET",Queens,10467,QUEENS,40.769271,-73.749369,411,19,4168629,2147483647,1483,QN1103,1900-11-21,14505,26,3,20,69
6383,"CONCOURSE VILLAGE ELEMENTARY SCHOOL",X,7,"EXTERIOR MASONRY / PARAPETS / ROOFS",999.999999,CIP,X156,"750 CONCOURSE VILLAGE WEST",Bronx,10467,BRONX,40.823174,-73.923326,204,16,2002454,2024430079,61,BX0401,1900-11-21,10929,50,5,43,27
6384,"M.S./H.S. 250 - BRONX",X,9,"LOW VOLTAGE ELECTRICAL SYSTEM",999.999999,CIP,X002,"1365 FULTON AVENUE",Bronx,10467,BRONX,40.833696,-73.902477,203,16,2009617,2029250056,14701,BX0302,1900-11-21,10934,34,5,42,25
6385,"P.S. 375 - BROOKLYN",K,17,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,K320,"46 MCKEEVER PLACE",Brooklyn,10467,BROOKLYN,40.665021,-73.959034,309,35,3034356,2147483647,325,BK0901,1900-11-21,13509,17,2,48,44
6386,"JOHN DEWEY HS - BROOKLYN",K,21,"EXTERIOR MASONRY / PARAPETS / PAVED AREAS- BLACKTOP / REPLACE UNDERGROUND COMBINATION FIRE/DOMESTIC WATER MAIN / ROOFS / WINDOWS",999.999999,CIP,K540,"50 AVENUE X",Brooklyn,10467,BROOKLYN,40.589268,-73.981738,313,47,3194998,2147483647,308,BK1301,1900-11-21,18183,21,2,45,35
6387,"P.S. 11 - MANHATTAN",M,2,"ACCESSIBILITY / EXTERIOR MASONRY / PARAPETS / ROOF REPLACEMENT",999.999999,CIP,M011,"320 WEST 21 STREET",Manhattan,10467,MANHATTAN,40.744349,-74.000253,104,3,1013260,1007440024,89,MN0401,1900-11-21,12074,12,4,10,6
6388,"P.S. 22 - QUEENS",Q,25,"TCU REMOVAL/PLAYGROUND REDEVELOPMENT",999.999999,CIP,Q022,"153-33 SANFORD AVENUE",Queens,10467,QUEENS,40.761249,-73.811808,407,20,4438184,2147483647,1167,QN0704,1900-11-21,14190,22,3,3,67
6389,"LONGWOOD PREPARATORY ACADEMY",X,8,"FLOOD ELIMINATION",999.999999,CIP,X039,"965 LONGWOOD AVENUE",Bronx,10467,BRONX,40.817512,-73.898212,202,17,2005616,2027100001,87,BX0202,1900-11-21,10937,8,5,43,24
6390,"BROOKLYN COLLEGE ACADEMY - K",K,15,"FY19 RESO A SCIENCE LAB UPGRADES / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE",999.999999,CIP,K917,"350 CONEY ISLAND AVENUE",Brooklyn,10467,BROOKLYN,40.649404,-73.971736,307,40,3328370,2147483647,50401,BK0701,1900-11-21,17620,9,2,27,45
6391,"I.S. 259 - BROOKLYN",K,20,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,K259,"7305 FORT HAMILTON PARKWAY",Brooklyn,10467,BROOKLYN,40.626680,-74.015120,310,38,3148031,2147483647,206,BK1002,1900-11-21,13511,10,2,44,41
6392,"COLLABORATIVE ARTS MIDDLE SCHOOL - QUEENS",Q,29,"ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,Q231,"145-00 SPRINGFIELD BOULEVARD",Queens,10467,QUEENS,40.664608,-73.758784,413,31,4285682,2147483647,320,QN1306,1900-11-21,15313,63,3,47,63
6393,"P.S. 32 - BROOKLYN",K,15,Addition,999.999999,CAP,K032,"420 UNION STREET",Brooklyn,11231,BROOKLYN,40.680371,-73.990676,306,39,3007326,2147483647,75,BK0601,1900-11-21,13514,14,2,27,48
6394,"P.S. 42 - MANHATTAN",M,2,"ATHLETIC FIELD",999.999999,CIP,M447,"350 GRAND STREET",Manhattan,10467,MANHATTAN,40.717349,-73.989596,103,1,1005283,1004080030,18,MN0302,1900-11-21,11723,70,4,32,4
6395,"P.S. 179 - BROOKLYN",K,20,"ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,K179,"202 AVENUE C",Brooklyn,10467,BROOKLYN,40.640463,-73.977642,312,39,3126001,2147483647,488,BK1203,1900-11-21,17620,2,2,27,39
6396,"P.S. 48 - MANHATTAN",M,6,"PATH OF TRAVEL PLAYGROUND / PLAYGROUND",999.999999,CIP,M048,"4360-78 BROADWAY",Manhattan,10467,MANHATTAN,40.853466,-73.934048,112,10,1076752,1021670029,271,MN1202,1900-11-21,13091,47,4,39,22
6397,"P.S. 15 - BROOKLYN",K,15,"EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / ROOFS / WINDOWS",999.999999,CIP,K015,"71 SULLIVAN STREET",Brooklyn,10467,BROOKLYN,40.677343,-74.011558,306,38,3008585,2147483647,5301,BK0601,1900-11-21,13514,14,2,7,48
6398,"P.S. 7 - BROOKLYN",K,19,"TCU REMOVAL/PLAYGROUND REDEVELOPMENT",999.999999,CIP,K007,"858 JAMAICA AVENUE",Brooklyn,10467,BROOKLYN,40.689697,-73.873109,305,37,3090998,2147483647,118201,BK0501,1900-11-21,17215,45,2,37,47
6399,"P.S. 90 - BROOKLYN",K,21,"FY18 RESO A LIBRARY UPGRADES",999.999999,CIP,K090,"2840 WEST 12 STREET",Brooklyn,10467,BROOKLYN,40.578255,-73.979628,313,47,3196558,2147483647,350,BK1302,1900-11-21,18184,21,2,45,35
6400,"P.S. 175 - BRONX",X,11,"LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,X175,"200 CITY ISLAND AVENUE",Bronx,10467,BRONX,40.843873,-73.785219,210,13,2082444,2056410280,51601,BX1003,1900-11-21,11273,43,5,12,28
6401,"MILLENNIUM HS - MANHATTAN",M,2,"FY19 RESO A AUDITORIUM UPGRADE",999.999999,CIP,M824,"75 BROAD STREET",Manhattan,10467,MANHATTAN,40.704541,-74.011552,101,1,1000849,1000290070,9,MN0101,1900-11-21,11725,56,4,32,1
6402,"I.S. 447 - BRONX",X,10,"FY19 RESO A IPDVS CAMERA INSTALLATION",999.999999,CIP,X079,"125 EAST 181 STREET",Bronx,10467,BRONX,40.854872,-73.903458,205,14,2013849,2031700001,23704,BX0503,1900-11-21,10931,6,5,29,29
6403,"P.S. 215 - BROOKLYN",K,21,"LSP REPLACE PVI DOMESTIC WATER HEATER",999.999999,CIP,K215,"415 AVENUE S",Brooklyn,10467,BROOKLYN,40.602084,-73.970013,315,44,3178584,2147483647,41401,BK1501,1900-11-21,18183,32,2,45,36
6404,"P.S. 94 - QUEENS",Q,26,WINDOWS,999.999999,CIP,Q094,"41-77 LITTLE NECK PARKWAY",Queens,10467,QUEENS,40.771186,-73.739252,411,19,4169468,2147483647,1479,QN1103,1900-11-21,14505,26,3,20,69
6405,"MARTIN VAN BUREN HS - QUEENS",Q,26,"RNWL SBHC",999.999999,CIP,Q435,"230-17 HILLSIDE AVENUE",Queens,10467,QUEENS,40.733066,-73.738756,413,23,4166101,2147483647,1301,QN1302,1900-11-21,24336,63,3,16,63
6406,"P.S. 91 - BRONX",X,10,"FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM",999.999999,CIP,X091,"2170 AQUEDUCT AVENUE",Bronx,10467,BRONX,40.857689,-73.908349,205,14,2094683,2032070040,251,BX0501,1900-11-21,10931,6,5,29,29
6407,"I.S. 61 - STATEN ISLAND",R,31,"EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS",999.999999,CIP,R061,"445 CASTLETON AVENUE","Staten Island",10467,"STATEN IS",40.634009,-74.097826,501,49,5002227,2147483647,67,SI0104,1900-11-21,10369,4,1,13,74
6408,"Q000 - QUEENS",Q,27,"COVID TESTING CENTER",999.999999,CIP,QT19,"JFK AIRPORT TERMINAL 5",Queens,10467,QUEENS,40.648321,-73.788281,483,31,4000000,2147483647,716,QN8381,1900-11-21,24339,64,3,46,71
6409,"BOYS & GIRLS HS - BROOKLYN",K,16,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,K455,"1700 FULTON STREET",Brooklyn,10467,BROOKLYN,40.679440,-73.932407,303,36,3047996,2147483647,271,BK0302,1900-11-21,17615,69,2,49,52
6410,"JAMES BALDWIN SCHOOL - MANHATTAN",M,2,"EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS",999.999999,CIP,M440,"351 WEST 18 STREET",Manhattan,10467,MANHATTAN,40.742867,-74.002136,104,3,1013096,1007420007,89,MN0401,1900-11-21,12074,12,4,10,6
6411,"P.S. 94 - BRONX",X,10,"COVID VENTILATION",999.999999,CIP,X094,"3530 KINGS COLLEGE PLACE",Bronx,10467,BRONX,40.880522,-73.875720,207,11,2018628,2033560042,43102,BX0703,1900-11-21,11605,24,5,40,34
6412,"I.S. @ 650 86TH STREET - BROOKLYN",K,20,Demo,999.999999,CAP,K322,"650  86TH STREET",Brooklyn,11228,BROOKLYN,40.618851,-74.021875,310,50,3153881,2147483647,152,BK1001,1900-11-21,13511,10,2,44,41
6413,"I.S. 119 - QUEENS",Q,24,"FY19 RESO A AUDITORIUM UPGRADE",999.999999,CIP,Q119,"74-01 78 AVENUE",Queens,10467,QUEENS,40.704406,-73.875183,405,32,4092660,2147483647,63301,QN0503,1900-11-21,15310,54,3,34,62
6414,"P.S. 134 - MANHATTAN",M,1,"EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS",999.999999,CIP,M134,"293 EAST BROADWAY",Manhattan,10467,MANHATTAN,40.714570,-73.983724,103,1,1003736,1002880015,202,MN0302,1900-11-21,11723,70,4,32,4
6415,"P.S. 32 - QUEENS",Q,25,Demo,999.999999,CAP,Q032,"171-11 35 AVENUE",Queens,11358,QUEENS,40.764763,-73.794683,407,19,4118954,2147483647,1141,QN0704,1900-11-21,14193,22,3,20,67
6416,"P.S. 54 - BROOKLYN",K,13,"FLOOD ELIMINATION",999.999999,CIP,K054,"195 SANDFORD STREET",Brooklyn,10467,BROOKLYN,40.692741,-73.952981,303,33,3049020,2147483647,241,BK0301,1900-11-21,17212,69,2,38,51
6417,"THE FRESH CREEK SCHOOL - BROOKLYN",K,19,"DEFECTIVE MASONRY / PARAPETS / ROOFS",999.999999,CIP,K260,"875 WILLIAMS AVENUE",Brooklyn,10467,BROOKLYN,40.654031,-73.894854,318,42,3229156,2147483647,982,BK1803,1900-11-21,17214,5,2,25,42
6418,"P.S. 147 - QUEENS",Q,29,"ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,Q147,"218-01 116 AVENUE",Queens,10467,QUEENS,40.697309,-73.740948,413,27,4243743,2147483647,598,QN1304,1900-11-21,15311,63,3,6,63
6419,"P.S. 861 - STATEN ISLAND",R,31,"FY19 RESO A GYMNASIUM UPGRADE",999.999999,CIP,R861,"280 REGIS DRIVE","Staten Island",10467,"STATEN IS",40.620676,-74.164277,501,49,5032481,2147483647,30301,SI0107,1900-11-21,10700,4,1,13,75
6420,"P.S. 171 - MANHATTAN",M,4,"ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,M171,"19 EAST 103 STREET",Manhattan,10467,MANHATTAN,40.792122,-73.951961,111,8,1051497,1016090007,168,MN1101,1900-11-21,12426,7,4,35,14
6421,"P.S. 399 - BROOKLYN",K,17,"BOILER REPLACEMENT",999.999999,CIP,K399,"2707 ALBEMARLE ROAD",Brooklyn,10467,BROOKLYN,40.648044,-73.951891,317,40,3117396,2147483647,824,BK1701,1900-11-21,13510,61,2,11,40
6422,"P.S. @ 4302 4TH AVENUE - BROOKLYN",K,15,New,999.999999,CAP,K557,"4302 4TH AVENUE",Brooklyn,11232,BROOKLYN,40.650305,-74.008602,307,38,3000000,2147483647,82,BK0702,1900-11-21,18180,9,2,7,45
6423,"P.S. 229 - QUEENS",Q,24,"ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT",999.999999,CIP,Q229,"67-25 51 ROAD",Queens,10467,QUEENS,40.734294,-73.897557,405,30,4440274,2147483647,513,QN0501,1900-11-21,14787,54,3,34,62
6424,"BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL",K,23,"LSP- REPLACEMENT OF CONDENSATION TANK",999.999999,CIP,K055,"2021 BERGEN STREET",Brooklyn,10467,BROOKLYN,40.674103,-73.913273,316,41,3038939,2147483647,36501,BK1601,1900-11-21,13516,55,2,17,46
6425,"P.S. 119 - BRONX",X,8,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,X119,"1075 PUGSLEY AVENUE",Bronx,10467,BRONX,40.828518,-73.856569,209,18,2025696,2037890021,4001,BX0903,1900-11-21,11610,58,5,31,26
6426,"P.S. 182 - BRONX",X,8,"EXTERIOR MASONRY / ROOFS",999.999999,CIP,X182,"601 STICKBALL BOULEVARD",Bronx,10467,BRONX,40.818228,-73.856302,209,18,2021923,2035640001,16,BX0902,1900-11-21,11611,58,5,31,26
6427,"P.S. 112 - BROOKLYN",K,20,"STANDALONE GYM ANNEX",999.999999,CIP,K693,"7115 15 AVENUE",Brooklyn,10467,BROOKLYN,40.619780,-74.000792,311,38,3157760,2147483647,190,BK1101,1900-11-21,13511,1,2,44,37
6428,"P.S. 384 - BROOKLYN",K,32,"LL 26-EXIT SIGNS",999.999999,CIP,K384,"242 COOPER STREET",Brooklyn,10467,BROOKLYN,40.690353,-73.904803,304,37,3080043,2147483647,409,BK0402,1900-11-21,17214,42,2,37,53
6429,"P.S. 162 - QUEENS",Q,26,"FY21 RESO A GYMNASIUM UPGRADE",999.999999,CIP,Q162,"201-02 53 AVENUE",Queens,10467,QUEENS,40.749036,-73.777213,411,20,4159363,2147483647,140901,QN1101,1900-11-21,14506,26,3,3,69
6430,"Q811 SPED - QUEENS",Q,26,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,Q811,"61-25 MARATHON PARKWAY",Queens,10467,QUEENS,40.756778,-73.729487,411,23,4173060,2147483647,152902,QN1103,1900-11-21,14197,26,3,16,69
6431,"THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",M,3,"BACKFLOW PREVENTER & WATER METER. / HVAC (BMS) WORK",999.999999,CIP,M470,"145 WEST 84 STREET",Manhattan,10467,MANHATTAN,40.785803,-73.974614,107,6,1032128,1012150001,169,MN0702,1900-11-21,12421,20,4,19,12
6432,"P.S. 527 - MANHATTAN",M,2,"FY18 RESO A IPDVS SURVEILLANCE CAMERA INSTALLATION / FY19 RESO A IPDVS CAMERA INSTALLATION / FY20 RESO A IPDVS CAMERA INSTALLATION",999.999999,CIP,M816,"323 EAST 91 STREET",Manhattan,10467,MANHATTAN,40.780763,-73.948690,108,5,1050217,1015540015,15402,MN0803,1900-11-21,10099,23,4,1,11
6433,"P.S. 87 - BRONX",X,11,"EXISTING SCHOOL RENOVATION WORK",999.999999,CIP,X087,"1935 BUSSING AVENUE",Bronx,10467,BRONX,40.895104,-73.845968,212,12,2069061,2050180001,428,BX1203,1900-11-21,11275,29,5,2,30
6434,"P.S. 67 - BRONX",X,12,"CAFETERIA FLOOR REPLACEMENT / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PAVED AREAS- CONCRETE / ROOFS / TCU REMOVAL/PLAYGROUND REDEVELOPMENT / WINDOWS",999.999999,CIP,X067,"2024 MOHEGAN AVENUE",Bronx,10467,BRONX,40.843945,-73.884788,206,15,2013142,2031230003,363,BX0601,1900-11-21,11269,35,5,43,31
6435,"I.S. 223 - BROOKLYN",K,20,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS",999.999999,CIP,K223,"4200 16 AVENUE",Brooklyn,10467,BROOKLYN,40.634875,-73.981528,312,44,3125676,2147483647,230,BK1202,1900-11-21,17621,2,2,18,39
6436,"P.S. 172 - BROOKLYN",K,15,"COVID VENTILATION",999.999999,CIP,K172,"825 4 AVENUE",Brooklyn,10467,BROOKLYN,40.657914,-74.000652,307,38,3009847,2147483647,101,BK0702,1900-11-21,13515,9,2,7,45
6437,"P.S. 70 - BRONX",X,9,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,X070,"1691 WEEKS AVENUE",Bronx,10467,BRONX,40.844253,-73.907616,204,15,2007387,2027930028,22902,BX0403,1900-11-21,10935,50,5,22,27
6438,"P.S. 26 - STATEN ISLAND",R,31,"COVID VENTILATION",999.999999,CIP,R026,"4108 VICTORY BOULEVARD","Staten Island",10467,"STATEN IS",40.591702,-74.190648,502,50,5107386,2147483647,29102,SI0204,1900-11-21,10700,30,1,14,75
6439,"LAFAYETTE ACADEMY - MANHATTAN",M,3,"ELEVATOR MODERNIZATION",999.999999,CIP,M118,"154 WEST 93 STREET",Manhattan,10467,MANHATTAN,40.791709,-73.970802,107,7,1032522,1012230005,177,MN0702,1900-11-21,12422,20,4,19,15
6440,"P.S. 7 - QUEENS",Q,24,"PA SYSTEM REPLACEMENT",999.999999,CIP,Q007,"80-55 CORNISH AVENUE",Queens,10467,QUEENS,40.739115,-73.882487,404,25,4467710,2147483647,485,QN0401,1900-11-21,14784,66,3,5,68
6441,"P.S. 87 - BRONX",X,11,Demo,999.999999,CAP,X087,"1935 BUSSING AVENUE",Bronx,10466,BRONX,40.895104,-73.845968,212,12,2069061,2050180001,428,BX1203,1900-11-21,11275,29,5,2,30
6442,"SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1",K,14,"PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL",999.999999,CIP,K033,"70 TOMPKINS AVENUE",Brooklyn,10467,BROOKLYN,40.697152,-73.946641,303,36,3048517,2147483647,257,BK0301,1900-11-21,17213,69,2,49,51
6443,"P.S. 170 - BROOKLYN",K,20,"FY19 RESO A AUDITORIUM UPGRADE",999.999999,CIP,K170,"619 72ND STREET",Brooklyn,10467,BROOKLYN,40.630031,-74.018878,310,47,3146921,2147483647,134,BK1001,1900-11-21,17216,10,2,44,41
6444,"P.S. 5 - STATEN ISLAND",R,31,Demo,999.999999,CAP,R005,"348 DEISIUS STREET","Staten Is",10312,"STATEN IS",40.530169,-74.187635,503,51,5082407,2147483647,176,SI0304,1900-11-21,10699,15,1,9,77
6445,"HARRY S. TRUMAN HS - X",X,11,"FY19 RESO A AUDITORIUM UPGRADE",999.999999,CIP,X455,"750 BAYCHESTER AVENUE",Bronx,10467,BRONX,40.874088,-73.833904,210,12,2116159,2051410150,46205,BX1004,1900-11-21,12344,43,5,2,28
6446,"GROVER CLEVELAND HS - QUEENS",Q,24,"FY18 RESO A AUDITORIUM UPGRADES",999.999999,CIP,Q485,"21-27 HIMROD STREET",Queens,10467,QUEENS,40.711033,-73.908814,405,30,4080227,2147483647,59501,QN0502,1900-11-21,15310,54,3,34,62
6447,"P.S. 188 - MANHATTAN",M,1,"LL 26-EXIT SIGNS",999.999999,CIP,M188,"442 EAST HOUSTON STREET",Manhattan,10467,MANHATTAN,40.719598,-73.977904,103,2,1004349,1003560100,20,MN0303,1900-11-21,11723,70,4,50,5
6448,"P.S. 165 - QUEENS",Q,25,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,Q165,"70-35 150 STREET",Queens,10467,QUEENS,40.729741,-73.818446,408,24,4144881,2147483647,77906,QN0801,1900-11-21,14509,25,3,24,65
6449,"BARD COLLEGE HS - MANHATTAN",M,1,"FY18 RESO A AUDITORIUM  UPGRADE",999.999999,CIP,M097,"525 EAST HOUSTON STREET",Manhattan,10467,MANHATTAN,40.719029,-73.975891,103,2,1004062,1003250025,1002,MN0302,1900-11-21,11723,70,4,50,4
6450,"P.S. 104 - QUEENS",Q,27,"DOWNTOWN FAR ROCKAWAY REZONING PARK UPGRADES",999.999999,CIP,Q104,"26-01 MOTT AVENUE",Queens,10467,QUEENS,40.608467,-73.764548,414,31,4442313,2147483647,100801,QN1401,1900-11-21,20529,51,3,47,59
6451,"MONROE ACAD FOR VISUAL ARTS - X",X,12,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS",999.999999,CIP,X420,"1300 BOYNTON AVENUE",Bronx,10467,BRONX,40.831601,-73.878912,209,17,2027459,2038640001,56,BX0901,1900-11-21,11610,58,5,31,26
6452,"P.S. 151 - BROOKLYN",K,32,"EXTERIOR MASONRY / PARAPETS / PAVED AREA- CONCRETE / ROOFS / WINDOWS",999.999999,CIP,K151,"763 KNICKERBOCKER AVENUE",Brooklyn,10467,BROOKLYN,40.693293,-73.908640,304,37,3078654,2147483647,437,BK0402,1900-11-21,13828,42,2,37,53
6453,"P.S. 128 - MANHATTAN",M,6,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,M128,"560 WEST 169 STREET",Manhattan,10467,MANHATTAN,40.841359,-73.938593,112,10,1062994,1021250001,251,MN1201,1900-11-21,13090,47,4,39,21
6454,"P.S. 47 - QUEENS",Q,27,"FIRE ALARM REPLACEMENT",999.999999,CIP,Q047,"9 POWER ROAD",Queens,10467,QUEENS,40.606353,-73.820445,414,32,4448968,2147483647,107201,QN1403,1900-11-21,20531,51,3,41,58
6455,"P.S. 54 - QUEENS",Q,28,"LSP- PLAYGROUND UPGRADE",999.999999,CIP,Q054,"86-02 127 STREET",Queens,10467,QUEENS,40.702920,-73.824221,409,29,4193916,2147483647,14201,QN0902,1900-11-21,24014,46,3,28,60
6456,"P.S. 116 - MANHATTAN",M,2,"BULGING WALLS AND RUSTED GRATING SUPPORTS",999.999999,CIP,M116,"210 EAST 33 STREET",Manhattan,10467,MANHATTAN,40.744838,-73.978116,106,4,1020080,1009130007,7002,MN0603,1900-11-21,12078,71,4,50,9
6457,"P.S. 158 - BROOKLYN",K,19,"LSP DETERIORATED GYM FLOOR",999.999999,CIP,K158,"400 ASHFORD STREET",Brooklyn,10467,BROOKLYN,40.672579,-73.884803,305,42,3089176,2147483647,1150,BK0502,1900-11-21,17214,45,2,37,47
6458,"P.S. 195/196 - BRONX",X,12,Addition,999.999999,CAP,X077,"1250 WARD AVENUE",Bronx,10472,BRONX,40.830499,-73.877704,209,17,2000000,2037750025,54,BX0901,1900-11-21,11610,58,5,31,26
6459,"I.S. 302 - BRONX",X,8,"ELECTRICAL WORK FOR A/C INITIATIVE",999.999999,CIP,X052,"681 KELLY STREET",Bronx,10467,BRONX,40.815429,-73.902139,202,17,2005133,2026860020,83,BX0202,1900-11-21,10933,8,5,43,24
6460,"Q000 - QUEENS",Q,30,"COVID TESTING CENTER AND LAB",999.999999,CIP,QT01,"34-33 JUNCTION BOULEVARD",Queens,10467,QUEENS,40.754179,-73.872231,403,21,4042887,2147483647,37502,QN0303,1900-11-21,14783,65,3,21,73
6461,"P.S. 54 - STATEN ISLAND",R,31,"STANDALONE GYM ANNEX",999.999999,CIP,R702,"1060 WILLOWBROOK ROAD","Staten Island",10467,"STATEN IS",40.603232,-74.137981,502,50,5034476,2147483647,27302,SI0203,1900-11-21,10700,30,1,14,75
6462,"EDUCATIONAL CAMPUS @ 500 19TH STREET - BROOKLYN",K,15,Lease,999.999999,CAP,K280,"500 19TH STREET",Brooklyn,11215,BROOKLYN,40.656944,-73.983115,307,39,3017307,2147483647,1502,BK0701,1900-11-21,17617,9,2,7,45
6463,"P.S. 23 - BRONX",X,10,ROOFS,999.999999,CIP,X023,"2151 WASHINGTON AVENUE",Bronx,10467,BRONX,40.852940,-73.894742,206,15,2090472,2030370079,395,BX0602,1900-11-21,10935,35,5,22,31
6464,"P.S. 20 - QUEENS",Q,25,"EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS",999.999999,CIP,Q020,"142-30 BARCLAY AVENUE",Queens,10467,QUEENS,40.758689,-73.824832,407,20,4114657,2147483647,855,QN0707,1900-11-21,14190,22,3,3,67
6465,"JOHN ADAMS HS - QUEENS",Q,27,"TCU REMOVAL/PLAYGROUND REDEVELOPMENT",999.999999,CIP,Q480,"102-10 ROCKAWAY BOULEVARD",Queens,10467,QUEENS,40.679487,-73.836476,410,28,4202849,2147483647,864,QN1001,1900-11-21,24013,62,3,41,64
